ID;time;temperature_2m (・・C);relative_humidity_2m (%);dew_point_2m (・・C);apparent_temperature (・・C);precipitation (mm);pressure_msl (hPa);surface_pressure (hPa);cloud_cover (%);cloud_cover_low (%);cloud_cover_mid (%);cloud_cover_high (%);vapour_pressure_deficit (kPa);wind_speed_10m (km/h);wind_speed_100m (km/h);wind_direction_10m (・・);wind_direction_100m (・・);wind_gusts_10m (km/h);soil_temperature_0_to_7cm (・・C);soil_temperature_7_to_28cm (・・C);soil_temperature_28_to_100cm (・・C);soil_temperature_100_to_255cm (・・C);soil_moisture_0_to_7cm (m?/m?);soil_moisture_7_to_28cm (m?/m?);soil_moisture_28_to_100cm (m?/m?);soil_moisture_100_to_255cm (m?/m?);shortwave_radiation (W/m?);direct_radiation (W/m?);diffuse_radiation (W/m?);direct_normal_irradiance (W/m?);global_tilted_irradiance (W/m?);terrestrial_radiation (W/m?);is_day ();sunshine_duration (s);electricity_shutdown
588;2022-01-25T11:00;27,9;74;22,8;31,5;0,6;1008,7;985;67;22;29;100;#N/A;17,8;23,1;263;266;40,7;28,5;25,8;25,2;25,4;0,252;0,253;0,241;0,297;708;460;248;499,6;708;1299,5;1;#N/A;0
589;2022-01-25T12:00;28,6;74;23,5;34,1;1,2;1007,9;#N/A;62;26;15;98;1,01;#N/A;17,7;280;283;39,6;29,1;26,1;25,2;25,4;0,261;0,253;0,241;0,297;859;584;275;599,5;859;#N/A;1;3600;#N/A
590;2022-01-25T13:00;#N/A;76;23,8;34,3;1,3;1007,1;983,5;41;#N/A;13;100;0,96;12,6;16,6;290;292;35,6;29,3;26,3;25,2;25,4;0,27;0,252;#N/A;0,297;826;541;285;561;826;1361,1;1;3600;0
591;2022-01-25T14:00;28,6;76;24;33,6;0;1006,3;982,7;63;#N/A;3;100;0,93;14;17,6;269;270;37,1;29,6;26,5;25,2;25,4;0,266;0,252;0,241;0,297;721;459;262;514,7;721;1258,6;1;3600;0
592;2022-01-25T15:00;27;83;23,9;30,8;1,5;1006,5;982,8;100;97;15;100;0,6;15,5;20,5;270;273;36,4;28,8;26,7;25,2;25,4;0,279;0,252;#N/A;0,297;343;56;287;73,6;343;1074,5;1;406,68;0
593;2022-01-25T16:00;#N/A;79;22,3;29,5;0,6;1006,5;982,7;100;68;63;100;0,7;12,2;16,4;284;285;34,2;27,9;26,8;25,3;25,4;0,28;0,252;0,24;0,297;249;78;171;134;249;821,4;1;#N/A;0
594;2022-01-25T17:00;#N/A;85;23,2;29,8;#N/A;1006,7;982,9;66;28;#N/A;100;0,51;#N/A;17,4;288;292;28,4;27,2;26,8;25,3;25,4;0,278;0,253;0,24;0,297;222;94;128;256,9;222;516,5;1;3600;0
595;2022-01-25T18:00;25;88;22,8;29,3;0,3;1007;983,1;#N/A;27;13;100;0,38;#N/A;14,8;293;296;25,6;26,3;26,8;25,3;25,4;0,277;0,254;0,24;0,297;69;25;44;155;69;180,5;1;2069,93;0
596;2022-01-25T19:00;#N/A;89;22,3;28,6;#N/A;1007,8;983,8;33;#N/A;#N/A;99;0,34;4,9;11,6;306;286;#N/A;25,3;26,5;25,3;25,4;0,275;0,253;0,239;0,297;0;0;0;0;0;0;0;0;0
597;2022-01-25T20:00;23,6;89;21,7;27,6;0;1008,2;984,2;40;5;10;100;0,32;#N/A;13,8;325;#N/A;9,4;24,7;26,4;25,3;25,4;0,273;0,253;0,239;0,297;0;0;0;0;0;0;0;0;#N/A
598;2022-01-25T21:00;#N/A;87;21,4;27,4;0;1008,8;984,8;#N/A;#N/A;#N/A;100;0,38;6,4;14,8;308;309;10,4;24,3;26,2;25,3;25,4;0,271;0,254;0,239;0,297;0;0;0;0;0;0;0;0;0
599;2022-01-25T22:00;23;91;21,4;26,9;#N/A;1009,1;985;56;17;19;99;0,25;5,1;11,4;309;298;10,1;24;26;25,3;25,4;0,27;0,254;0,239;0,297;0;0;0;0;0;0;0;0;0
600;2022-01-25T23:00;#N/A;87;21,4;27,1;0;1009,1;985,1;#N/A;12;22;100;0,37;8,2;17,1;322;314;13,7;23,8;25,8;25,3;25,4;0,268;0,254;0,239;0,297;0;0;0;0;0;0;0;0;0
601;2022-01-26T00:00;#N/A;88;21,5;27,3;#N/A;1008,6;984,6;76;45;9;100;0,36;7,4;16,1;313;309;#N/A;23,7;25,6;25,3;25,4;0,267;0,255;0,239;0,297;0;0;0;0;0;0;0;0;0
602;2022-01-26T01:00;23,1;90;21,4;26,7;0;1008,4;984,3;56;18;17;100;0,29;7,1;16,1;319;312;12,2;23,5;25,5;25,3;25,4;0,266;0,255;0,239;0,297;0;0;0;0;0;0;0;0;0
603;2022-01-26T02:00;#N/A;91;21,2;26,5;0;1008,2;984,1;76;#N/A;43;100;0,25;5,6;14,7;#N/A;306;13;23,3;25,3;25,3;25,4;0,265;0,255;0,239;0,296;0;0;0;0;0;0;0;0;0
604;2022-01-26T03:00;#N/A;92;21,1;26,2;0;1008,2;984,1;67;24;26;100;0,22;5;13,2;291;#N/A;9,4;23,2;25,1;25,3;25,4;0,264;0,255;0,238;0,296;0;0;0;0;0;0;0;0;0
605;2022-01-26T04:00;#N/A;93;20,6;25;0;1008,4;#N/A;55;1;40;100;0,17;#N/A;9,9;299;280;9,4;22,9;25;25,3;25,4;0,263;0,255;0,238;0,296;0;0;0;0;0;0;0;0;0
606;2022-01-26T05:00;#N/A;85;20,6;27,5;0;1008,4;984,4;31;1;0;100;0,44;0,8;2,9;63;277;#N/A;22,6;24,8;25,3;25,4;0,262;0,255;0,238;0,296;0;0;0;0;0;0;0;#N/A;0
607;2022-01-26T06:00;#N/A;90;20,3;25,2;#N/A;1008,8;984,6;#N/A;0;2;100;0,25;5,4;7,1;360;330;#N/A;22,4;24,6;25,3;25,4;0,261;0,255;0,238;0,296;6;1;5;13,1;6;46,6;1;0;0
608;2022-01-26T07:00;#N/A;85;22,1;29,4;0;1009,3;985,3;#N/A;1;2;100;0,46;2,4;3,6;117;84;8,6;24,2;24,6;25,3;25,4;0,26;0,255;0,238;0,296;134;66;68;326,5;134;285,2;1;3600;0
609;2022-01-26T08:00;#N/A;82;22,7;30,9;0;1010,1;986,2;#N/A;1;0;61;0,62;3,2;4,3;297;312;11,2;25,5;24,6;25,3;25,4;0,259;0,255;0,238;0,296;368;264;104;606,5;368;614,3;1;#N/A;0
610;2022-01-26T09:00;#N/A;73;22,5;32,4;0;1009,5;985,8;16;3;0;44;1,01;6,6;8,4;279;#N/A;16,9;26,9;24,8;25,3;25,4;0,256;0,254;0,238;0,296;610;506;104;788,5;610;905,6;1;#N/A;0
611;2022-01-26T10:00;#N/A;70;22,8;33,9;0;1009;985,4;40;10;#N/A;97;1,19;#N/A;12,3;#N/A;277;26,3;28;25;25,3;25,4;0,253;0,253;0,237;0,296;737;598;139;740,6;737;1139,5;1;3600;0
612;2022-01-26T11:00;#N/A;69;23,3;35,5;0;1008,6;985;#N/A;10;#N/A;99;1,29;11,3;14,4;263;#N/A;29,9;29,1;25,3;25,3;25,4;0,25;0,252;#N/A;0,296;878;707;171;767,6;878;1299,8;1;3600;0
613;2022-01-26T12:00;#N/A;70;24;37;0;1007,6;984,1;38;7;4;99;1,29;12;15;249;253;32;30,1;25,7;25,3;25,4;0,246;0,25;#N/A;0,296;1000;832;168;853,4;1000;#N/A;1;3600;0
614;2022-01-26T13:00;#N/A;86;23,5;31;6;1008;984,2;100;82;6;100;0,46;14,1;18,9;276;278;37,1;29,7;26;25,3;25,4;0,313;0,251;0,236;0,296;788;525;263;543,9;788;1362,2;1;3600;0
615;2022-01-26T14:00;#N/A;78;23,1;31,4;0,8;1007,3;983,6;100;58;60;100;0,78;9,3;11,6;257;265;28,4;28,5;26,2;25,3;25,4;0,309;0,254;0,236;0,296;350;54;296;60,5;350;1259,8;1;14,52;0
616;2022-01-26T15:00;#N/A;85;23,9;32;0,9;1007,4;983,6;93;59;17;100;0,53;6,5;8;304;306;28,4;28,5;26,4;25,3;25,4;0,306;0,257;0,236;0,296;588;286;302;375,1;588;1075,8;1;3600;0
617;2022-01-26T16:00;27;82;23,8;32;0;1006,9;983,2;68;#N/A;12;100;0,63;#N/A;8,7;279;287;21,2;28;26,5;25,3;25,4;0,298;0,259;0,236;0,296;279;72;207;123,5;279;822,6;1;1905,24;0
618;2022-01-26T17:00;25,1;89;23,1;29,2;1,4;1007,6;983,7;81;28;43;99;0,36;10,2;15,2;262;263;23,8;26,9;26,6;25,3;25,4;0,304;0,261;0,236;0,296;133;11;122;30;133;#N/A;1;0;0
619;2022-01-26T18:00;24,6;89;22,7;28,4;0,1;1008,4;984,4;100;100;#N/A;100;#N/A;10,4;17,7;284;282;#N/A;25,9;26,5;25,3;25,4;0,299;0,263;0,236;0,296;45;7;38;43,3;45;181,1;1;0;0
620;2022-01-26T19:00;24,5;#N/A;23,3;29,4;#N/A;1008,6;984,6;#N/A;12;13;100;0,21;5,2;11,9;304;#N/A;23,4;26,2;26,4;25,4;25,4;0,304;0,288;0,236;0,296;0;0;0;0;0;#N/A;0;#N/A;0
621;2022-01-26T20:00;#N/A;93;22,9;28,8;0;1008,9;984,9;61;#N/A;15;100;0,22;5,6;12,6;315;301;#N/A;25,4;26,3;25,4;25,4;0,3;0,289;0,236;0,296;0;0;0;0;0;0;0;#N/A;0
622;2022-01-26T21:00;23,6;93;22,4;28,1;0;1009,9;985,8;58;19;#N/A;100;0,2;4,8;11,3;283;279;#N/A;24,9;26,2;25,4;25,4;0,297;0,289;0,236;0,296;0;0;0;0;0;0;0;0;0
623;2022-01-26T22:00;22,8;97;22,3;27,6;#N/A;1010,4;986,3;100;69;54;100;0,08;2,4;7,1;333;319;16,2;24,4;26;25,4;25,4;0,298;0,289;0,236;0,296;0;0;0;0;0;0;0;#N/A;0
624;2022-01-26T23:00;#N/A;95;22,2;27,3;0,1;1010,4;986,3;84;#N/A;29;100;#N/A;5,2;12,3;295;285;9,4;24;25,9;25,4;25,4;0,296;0,289;0,236;0,296;0;0;0;0;0;0;0;0;0
625;2022-01-27T00:00;#N/A;92;21,9;26,9;0;1009,7;985,6;60;#N/A;25;100;0,22;8,1;16,4;315;320;13,7;23,8;25,7;25,4;25,4;0,294;0,289;0,236;0,296;0;0;0;0;0;0;0;0;#N/A
626;2022-01-27T01:00;23,2;91;21,6;27;0;1009,2;985,1;#N/A;11;31;100;0,26;6,4;15,3;313;313;14,4;23,6;25,5;25,4;25,4;0,292;0,288;0,237;0,296;0;0;0;0;0;0;0;0;0
627;2022-01-27T02:00;23,1;90;21,3;26,4;0;1008,9;984,8;54;#N/A;31;100;0,29;8,7;19,2;315;310;16,2;23,3;25,3;25,4;25,4;0,29;0,288;0,237;0,296;0;0;0;0;0;0;0;0;0
628;2022-01-27T03:00;#N/A;88;21;26,2;0;1008,7;984,6;#N/A;#N/A;29;100;0,35;8,8;19,1;325;313;14,4;23,2;25,1;25,4;25,4;0,289;0,288;0,237;0,296;0;0;0;0;0;0;0;0;0
629;2022-01-27T04:00;#N/A;88;20,8;26,3;0;1008,7;984,6;53;4;33;100;0,34;6,2;15,8;#N/A;311;15,1;23;25;25,4;25,4;0,287;0,287;#N/A;0,296;0;0;0;0;0;0;0;0;0
630;2022-01-27T05:00;22,5;#N/A;20,6;25,9;#N/A;1009,3;985,2;42;7;9;100;0,29;5,2;11,9;326;305;10,1;22,8;24,8;25,4;25,4;0,286;0,287;0,237;0,296;0;0;0;0;0;#N/A;0;0;0
631;2022-01-27T06:00;22,1;91;20,6;25,7;0;1009,3;985,1;#N/A;9;3;100;0,23;#N/A;6,5;342;304;8,6;22,6;24,6;25,4;25,4;0,284;0,287;0,237;0,296;5;0;5;0;5;45,6;1;0;0
632;2022-01-27T07:00;24,7;84;21,7;28,9;0;1009,9;985,9;#N/A;7;15;100;0,51;3,9;4,5;304;299;7,9;23,5;24,4;25,4;25,4;0,283;0,286;0,237;0,296;127;57;70;283,6;127;283,5;1;#N/A;0
633;2022-01-27T08:00;#N/A;81;22,4;30,6;0;1010,7;986,8;#N/A;6;95;100;0,63;#N/A;3,9;#N/A;292;10,8;24,8;24,5;25,3;25,4;0,282;0,285;0,237;0,296;294;105;189;241,6;294;613,1;1;3600;#N/A
634;2022-01-27T09:00;#N/A;78;22,8;31,9;0;1011;987,2;79;#N/A;#N/A;100;#N/A;3,3;4,3;257;275;13;26,2;24,6;25,3;25,4;0,279;0,284;0,237;0,296;482;217;265;338,3;482;905;1;3600;#N/A
635;2022-01-27T10:00;28,1;75;23,2;33,3;0;1010,6;986,9;#N/A;4;12;94;0,96;6,5;8;270;278;20,9;27,5;24,8;25,3;25,4;0,277;0,283;0,237;0,296;621;319;302;395;621;1139,4;1;3600;0
636;2022-01-27T11:00;29,3;72;23,6;35,6;0;1009,9;986,3;38;#N/A;12;74;1,15;#N/A;12,6;262;267;#N/A;28,8;25,1;25,3;25,4;0,273;0,281;0,237;0,296;879;664;215;720,5;879;1300,2;1;3600;0
637;2022-01-27T12:00;26,9;78;22,6;32;3,2;1009,6;985,8;100;51;#N/A;100;0,79;14,8;19,4;256;259;34,2;29,2;25,4;25,3;25,4;0,304;0,281;0,237;0,296;920;735;185;753,3;920;1376,5;1;3600;0
638;2022-01-27T13:00;#N/A;78;22,3;30;1,8;1009,1;#N/A;95;27;68;100;0,78;14,1;18,4;266;268;31;28,7;25,7;25,3;25,4;0,316;0,281;0,237;0,296;613;313;300;323,9;613;1363,2;1;3600;0
639;2022-01-27T14:00;26,7;#N/A;22,9;30,5;0,5;1008,5;984,7;100;62;#N/A;100;0,71;#N/A;14,5;274;277;31,7;28;25,9;25,3;25,4;0,311;0,283;0,237;0,296;413;79;334;88,4;413;1261,1;1;851,44;#N/A
640;2022-01-27T15:00;26,4;82;23,1;31;0,7;1008,1;984,3;53;8;27;100;0,63;#N/A;9,6;#N/A;290;28,4;27,6;26,1;25,3;25,4;0,309;0,285;0,237;0,296;415;103;312;134,9;415;1077;1;#N/A;0
641;2022-01-27T16:00;#N/A;86;22,6;28,8;0,5;1008,5;984,6;89;43;34;100;0,44;10,4;14,4;270;269;24,1;26,9;26,2;25,3;25,4;0,307;0,286;0,237;0,296;208;12;196;20,6;208;823,7;1;0;0
642;2022-01-27T17:00;#N/A;86;22,6;29,3;0,1;1008,5;984,6;86;29;#N/A;100;0,44;#N/A;11,3;301;307;19,8;26,2;26,2;25,4;25,4;0,303;0,286;0,237;0,296;131;12;119;32,7;131;518,3;1;0;0
643;2022-01-27T18:00;#N/A;88;22,4;28,7;#N/A;1009,3;985,3;97;36;57;100;0,37;#N/A;13,6;292;#N/A;13,3;25,5;26,1;25,4;25,4;0,3;0,287;#N/A;0,295;49;6;43;37,1;49;181,6;1;0;0
644;2022-01-27T19:00;24;92;22,6;28,7;0;1010,3;986,3;100;25;100;100;0,23;4;9,8;297;298;12,6;26;26;25,4;25,4;0,314;0,315;0,236;0,295;0;0;0;0;0;0;0;0;0
645;2022-01-27T20:00;#N/A;#N/A;22,7;28,5;0,1;1011;986,9;100;31;72;100;0,23;6,2;11,3;277;287;10,8;25,1;26;25,4;25,4;0,311;0,313;0,237;0,295;0;0;0;0;0;#N/A;0;0;0
646;2022-01-27T21:00;23,6;95;22,7;28,4;0,2;1011,3;987,2;98;18;86;100;0,15;4;10;297;296;11,2;24,6;25,8;25,4;25,4;0,309;0,312;0,237;0,295;0;0;0;0;0;0;0;#N/A;0
647;2022-01-27T22:00;#N/A;94;22,2;27,5;0;1011,4;987,3;91;1;#N/A;100;0,18;5,3;12,7;298;305;9,7;24,2;25,7;25,4;25,4;0,307;0,311;#N/A;0,295;0;0;0;0;0;#N/A;0;0;0
648;2022-01-27T23:00;23;92;21,7;27;0;1010,8;986,7;31;#N/A;#N/A;100;0,21;5,4;13;312;#N/A;8,6;23,8;25,5;25,4;25,4;0,304;0,31;0,238;0,295;0;0;0;0;0;0;0;0;#N/A
649;2022-01-28T00:00;22,8;92;21,3;26,3;0;1010,3;986,2;42;6;11;100;0,23;6,9;15,6;309;304;#N/A;23,4;25,4;25,4;25,4;0,302;0,308;0,239;0,295;0;0;0;0;0;0;0;0;0
650;2022-01-28T01:00;#N/A;88;20,8;25,9;0;1009,8;#N/A;40;5;10;100;0,34;8,5;18,6;324;313;14;23,2;25,2;25,4;25,4;0,3;0,307;0,239;0,295;0;0;0;0;0;0;0;0;0
651;2022-01-28T02:00;#N/A;87;20,6;26;0;1009,6;985,5;#N/A;#N/A;22;100;0,37;7,4;16,9;309;297;#N/A;22,9;25;25,4;25,4;0,298;0,306;0,239;0,295;0;0;0;0;0;#N/A;0;0;0
652;2022-01-28T03:00;#N/A;88;20,6;25,8;0;1009,5;985,4;61;8;39;100;0,33;#N/A;16,1;326;304;13,3;22,8;24,8;25,4;25,4;0,296;0,305;0,24;0,295;0;0;0;0;0;0;0;0;0
653;2022-01-28T04:00;#N/A;89;20,4;25,7;0;1009,8;985,6;60;6;41;100;0,29;4,8;12,1;318;293;13;22,7;24,7;25,4;25,4;0,294;0,304;0,24;0,295;0;0;0;0;0;0;0;0;0
654;2022-01-28T05:00;#N/A;89;20,2;25,5;0;1009,9;985,7;#N/A;6;13;100;0,29;4,3;8,7;336;300;7,9;22,5;24,5;25,4;25,4;0,293;0,303;0,241;0,295;0;0;0;0;0;0;0;0;0
655;2022-01-28T06:00;#N/A;88;20,3;25,5;0;1010,3;986,1;48;9;16;100;0,31;5,7;9,3;342;306;#N/A;22,4;24,3;25,4;25,4;0,292;0,302;0,241;0,295;5;1;4;13,3;5;44,7;1;0;0
656;2022-01-28T07:00;#N/A;85;21,5;28,3;#N/A;1010,9;986,9;66;6;58;86;0,47;4,5;4,6;331;321;13;23,9;24,5;25,4;25,4;0,289;0,3;0,241;0,295;135;76;59;380,3;135;281,9;1;3600;0
657;2022-01-28T08:00;#N/A;79;21,9;30,2;#N/A;1011,6;987,7;#N/A;3;20;100;0,72;4,5;5,7;299;305;12,6;25,1;24,5;25,3;25,4;0,287;0,299;0,241;0,295;333;194;139;447,2;333;612;1;3600;0
658;2022-01-28T09:00;27,3;75;22,5;31,9;0;1011,7;#N/A;50;14;18;87;0,9;7,6;9,9;278;280;#N/A;26,7;24,7;25,3;25,4;0,285;0,297;0,242;0,295;621;494;127;770,5;621;904,4;1;#N/A;0
659;2022-01-28T10:00;#N/A;75;23,2;33,5;#N/A;1011,4;987,7;#N/A;6;7;100;0,97;9,5;11,9;281;284;26,3;27,8;24,9;25,3;25,4;0,281;0,296;0,242;0,295;745;595;150;736,7;745;1139,3;1;3600;0
660;2022-01-28T11:00;#N/A;74;23,7;34,9;0;1011;987,3;59;23;14;100;1,02;#N/A;13;264;267;28,1;28,9;25,2;25,3;25,4;0,278;0,293;0,242;0,295;860;598;262;648,6;860;1300,6;1;#N/A;0
661;2022-01-28T12:00;27,2;76;22,5;31,5;0,3;1010,8;987;100;#N/A;40;99;#N/A;13,8;17,7;242;243;32;29,1;25,6;25,3;25,4;0,277;0,291;0,241;0,295;749;480;269;491,6;749;1377,3;1;3600;#N/A
662;2022-01-28T13:00;#N/A;77;22,9;32,2;0,3;1010,3;986,5;63;#N/A;48;100;0,83;7,2;8,6;267;270;32;29;25,8;25,3;25,4;0,277;0,29;0,241;0,295;636;258;378;266,7;636;1364,2;1;3600;0
663;2022-01-28T14:00;#N/A;81;23,7;31,6;0,1;1009,2;985,4;100;#N/A;13;100;#N/A;10,8;13,8;255;255;28,8;28,8;26,1;25,3;25,4;0,276;0,289;0,241;0,295;500;136;364;152;500;1262,2;1;2759,23;#N/A
664;2022-01-28T15:00;#N/A;83;22,6;30;2,5;1009,2;985,3;100;23;#N/A;100;0,56;7;9,6;282;283;31,3;28;26,3;25,4;25,4;0,3;0,288;0,241;0,295;393;103;290;134,7;393;1078,2;1;2242,16;#N/A
665;2022-01-28T16:00;25,4;#N/A;22,6;29,5;#N/A;1009,1;985,2;100;33;97;100;0,49;8;11,4;288;288;#N/A;27;26,3;25,4;25,4;0,298;0,288;#N/A;0,295;190;47;143;80,4;190;824,8;1;611,31;0
666;2022-01-28T17:00;#N/A;86;22,5;29,3;0,3;1009,6;985,7;85;24;#N/A;100;#N/A;6,7;9,7;286;292;18,7;26,3;26,3;25,4;25,4;0,297;0,288;0,242;0,295;101;5;96;13,6;101;519,1;1;#N/A;#N/A
667;2022-01-28T18:00;24,5;89;22,5;29;0,1;1010,1;986,1;56;#N/A;29;100;0,35;5,1;11,2;309;310;12,6;25,6;26,3;25,4;25,4;0,295;0,288;0,242;0,295;35;5;30;30,8;35;#N/A;1;0;0
668;2022-01-28T19:00;#N/A;91;22,4;28,5;0;1010,6;986,5;100;32;73;100;0,27;4,7;10,7;293;284;9;25,5;25,8;25,4;25,4;0,308;0,303;0,245;0,295;0;0;0;0;0;0;0;0;#N/A
669;2022-01-28T20:00;#N/A;93;22,8;28,9;0,1;1011,1;987;#N/A;12;#N/A;100;0,21;3,8;9,1;287;279;7,9;24,8;25,8;25,4;25,4;0,306;0,302;0,245;0,295;0;0;0;0;0;0;0;0;0
670;2022-01-28T21:00;23,6;95;22,7;28,4;0,1;1011,8;987,7;#N/A;#N/A;30;100;0,15;3,3;7,3;276;279;6,5;24,3;25,6;25,4;25,4;0,304;0,302;0,245;0,295;0;0;0;0;0;0;0;0;#N/A
671;2022-01-28T22:00;23,4;95;22,5;28,1;0,1;1012;987,9;#N/A;2;58;100;0,14;#N/A;9,2;292;301;5,8;24;25,5;25,4;25,4;0,303;0,301;0,246;0,295;0;0;0;0;0;0;0;0;0
672;2022-01-28T23:00;#N/A;94;22,1;27,6;0,1;1011,7;987,6;36;#N/A;6;100;0,18;4,2;10,5;329;319;6,1;23,7;25,4;25,4;25,4;0,301;0,301;0,246;0,295;0;0;0;0;0;0;0;0;0
673;2022-01-29T00:00;23;90;21,2;26,9;0;1011,1;987;32;#N/A;4;100;0,28;4,2;9,5;340;#N/A;6,5;23,4;25,2;25,4;25,4;0,299;0,3;0,246;0,295;0;0;0;0;0;0;0;0;0
674;2022-01-29T01:00;22,3;91;20,8;25,8;0;1010,4;986,2;#N/A;4;12;100;0,24;5,4;8;#N/A;333;7,2;23,1;25;25,4;25,4;0,297;0,3;0,246;0,295;0;0;0;0;0;0;0;0;0
675;2022-01-29T02:00;#N/A;88;20,3;25,7;0;1010;985,8;40;#N/A;17;100;0,33;5,1;7,6;4;329;7,2;22,8;24,9;25,4;25,4;0,295;0,299;#N/A;0,295;0;0;0;0;0;0;0;#N/A;#N/A
676;2022-01-29T03:00;24;78;20;27,6;0;1010;986;44;3;18;100;0,65;2,5;5,4;360;312;#N/A;22,7;24,7;25,4;25,4;0,294;0,298;0,247;0,295;0;0;0;0;0;0;0;0;#N/A
677;2022-01-29T04:00;22,4;87;20,1;25,7;0;1010;985,8;53;6;29;100;0,35;4,5;3,8;61;17;#N/A;22,5;24,5;25,4;25,4;0,292;0,298;0,247;0,295;0;0;0;0;0;0;0;0;#N/A
678;2022-01-29T05:00;#N/A;82;20,3;27,3;0;1010,4;986,3;44;1;#N/A;100;0,53;2,5;2,2;45;9;5;22,3;24,4;25,4;25,4;0,29;0,297;0,247;0,295;0;0;0;0;0;0;0;0;0
679;2022-01-29T06:00;23,7;81;20,2;27,3;#N/A;1010,6;986,5;35;0;#N/A;100;0,57;2,6;3;34;346;3,2;22,3;24,2;25,3;25,4;0,289;0,296;0,247;0,295;3;0;3;0;3;43,8;1;#N/A;0
680;2022-01-29T07:00;#N/A;81;21,2;29;0;1011,2;987,2;#N/A;#N/A;7;100;0,6;2,1;3,3;121;#N/A;5,4;24,1;24,1;25,3;25,4;0,287;0,295;0,248;0,295;104;27;77;135,8;104;280,3;1;2275,11;0
681;2022-01-29T08:00;25,8;84;22,9;30,6;0;1011,8;987,9;34;3;3;100;0,53;4;4,9;117;107;13,3;25,3;24,2;25,3;25,4;0,285;0,294;#N/A;0,295;354;244;110;563,3;354;610,9;1;3600;0
682;2022-01-29T09:00;27,1;78;23;32,6;0;1011,7;987,9;37;2;8;100;0,79;#N/A;1,9;233;248;13;26,8;24,4;25,3;25,4;0,283;0,293;0,248;0,295;583;438;145;683,4;583;903,8;1;3600;0
683;2022-01-29T10:00;28,4;70;22,4;33,9;#N/A;1011,2;987,5;30;1;2;93;1,15;6,6;8,3;261;268;17,6;28;24,7;25,3;25,4;0,28;0,292;0,248;0,295;760;629;131;778,6;760;1139,2;1;3600;0
684;2022-01-29T11:00;29,1;70;23;36;0;1010,7;#N/A;38;8;#N/A;85;1,21;6,3;7,9;246;254;20,5;29,2;25;25,3;25,4;0,276;0,29;0,248;0,295;919;714;205;773,9;919;1301;1;3600;0
685;2022-01-29T12:00;#N/A;71;23,5;36,1;0,1;1009,8;#N/A;39;13;#N/A;47;1,19;8,9;10,9;220;224;#N/A;29,9;25,4;25,3;25,4;0,273;0,288;0,247;0,295;924;714;210;730,6;924;1378;1;3600;0
686;2022-01-29T13:00;#N/A;71;23,4;35,2;0;1009,2;985,6;72;#N/A;24;98;1,16;8,3;10,1;214;215;23;30,2;25,8;25,3;25,4;0,27;0,286;0,247;0,295;814;551;263;569,1;814;1365,2;1;3600;0
687;2022-01-29T14:00;27,4;76;22,9;31,9;#N/A;1008,8;985,1;97;#N/A;28;92;0,86;10,8;13,7;272;272;24,1;29,8;26,2;25,3;25,4;0,289;0,284;0,247;0,295;659;456;203;509;659;1263,3;1;#N/A;#N/A
688;2022-01-29T15:00;27,6;77;23,1;32;0,1;1008,2;984,5;48;15;#N/A;100;#N/A;7,6;9,7;270;#N/A;23,4;28,9;26,4;25,3;25,4;0,287;0,284;0,247;0,294;423;152;271;198,6;423;1079,3;1;3600;0
689;2022-01-29T16:00;#N/A;79;22,8;31,5;0,5;1008,5;984,7;84;#N/A;44;100;0,73;#N/A;6,3;231;239;#N/A;27,9;26,5;25,3;25,4;0,288;0,284;#N/A;0,294;206;16;190;27,3;206;825,7;1;0;#N/A
690;2022-01-29T17:00;25,9;#N/A;23,3;30,8;0,3;1009,1;985,2;59;#N/A;30;100;0,48;5,2;8,8;214;215;12,6;27;26,6;25,3;25,4;0,289;0,284;0,247;0,294;96;9;87;24,4;96;519,8;1;0;0
691;2022-01-29T18:00;25,5;83;22,4;30,4;0,1;1009,6;#N/A;100;73;43;100;0,55;1,5;2,4;#N/A;243;10,1;26,3;26,5;25,3;25,4;0,288;0,283;0,247;0,294;33;0;33;0;33;182,3;1;#N/A;0
692;2022-01-29T19:00;#N/A;90;22,3;28,1;#N/A;1010,6;986,6;100;74;45;100;0,3;7,4;13,7;284;297;5,4;27;26,5;25,4;25,4;0,307;0,276;0,239;0,294;0;0;0;0;0;0;0;0;0
693;2022-01-29T20:00;24,1;92;22,7;28,4;0,2;1011;986,9;33;#N/A;1;100;0,24;#N/A;14,8;299;309;14,4;25,6;26,5;25,4;25,4;0,303;0,277;0,24;0,294;0;0;0;0;0;0;0;0;0
694;2022-01-29T21:00;#N/A;92;22,6;28,4;0,2;1011,4;987,3;#N/A;#N/A;8;100;0,24;5,6;12,3;315;310;12,6;24,9;26,3;25,4;25,4;0,3;0,278;0,24;0,294;0;0;0;0;0;#N/A;0;#N/A;0
695;2022-01-29T22:00;23,6;92;22,2;28;0;1011,6;987,5;36;4;#N/A;100;0,25;4,7;10,4;337;326;9;24,5;26,2;25,4;25,4;0,296;0,279;0,24;0,294;0;0;0;0;0;0;0;#N/A;0
696;2022-01-29T23:00;#N/A;88;21,8;27,6;0,4;1011,2;#N/A;38;3;#N/A;100;0,35;7,4;13;331;321;12,2;24,1;26;25,4;25,4;0,298;0,28;0,24;0,294;0;0;0;0;0;0;0;0;0
